QuestionerId,QuotesId,OfferId,Status,TopicCreatedOn,LeadType
ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,98153b33-12e5-4892-9457-21486d60f919,2,2018-01-02 17:59:13 GMT,NULL
ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,6256e8c5-7f1b-42c2-aeff-e9309c61df52,2,2018-01-02 17:59:28 GMT,NULL
ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,18e2c0fd-b212-49e7-aa00-b84c3335c910,2,2018-01-02 17:59:32 GMT,NULL
ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,3ef400b8-c2df-48fe-af46-29b1a16b2f6f,2,2018-01-02 17:59:38 GMT,NULL
ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,0081079d-5682-4b8e-b7f9-7d27e1e2fc58,2,2018-01-02 18:00:01 GMT,NULL
ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,a646b06f-ce81-4b59-9931-7fa43e6290e3,2,2018-01-02 18:00:28 GMT,NULL
ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,719dea88-826e-40f8-9de9-0e7ecb7ea3a1,2,2018-01-02 18:24:46 GMT,NULL
ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,17d1dc54-8360-43e3-b47b-212729dda955,2,2018-01-02 18:24:55 GMT,NULL
ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,271ae46d-e942-46fa-8873-6c77f6ab4780,2,2018-01-02 18:24:59 GMT,NULL
ec7f2aae-346b-443c-b682-8d8c765ac7dd,5076db75-680d-404d-b3b3-7425d97239b6,5fb386c8-f967-4b34-9aaf-2cffe489038f,2,2018-01-02 18:25:02 GMT,NULL
b7edac98-0069-449e-be40-ecdf4e49a666,b61069f3-519a-499f-a9a7-625bb0b00df6,2cd4de93-4985-4272-9d31-c3e9fba326cb,2,2018-01-02 21:47:13 GMT,NULL
ea3251d0-b845-40e4-b706-449f99069600,08dddeda-82e1-4080-a3d5-09952ed4ab34,735f42c8-633e-4e87-977c-4dc7c6c43742,1,2018-01-02 22:11:50 GMT,NULL
ea3251d0-b845-40e4-b706-449f99069600,08dddeda-82e1-4080-a3d5-09952ed4ab34,735f42c8-633e-4e87-977c-4dc7c6c43742,1,2018-01-02 22:13:22 GMT,NULL
80ff58b0-8a9b-49b2-b82b-0a124cb06b0e,fad20642-58a4-416d-a97d-612b473f7a7a,58a712f6-1319-4cb0-8261-c59137ea864e,1,2018-01-02 22:31:15 GMT,NULL
9fcdb1fc-7912-4a1a-93cc-75d5ed732fc8,a3ca2898-007d-4913-848d-c60a126c1602,5477b9a7-a916-49dd-a0d6-ebc65fe7a2d5,1,2018-01-03 02:59:58 GMT,NULL
de5c18e4-8aa9-44eb-aed9-d4bb1e629725,244aaa54-d1a8-4f54-81b3-b16460e70d5b,93fc1afd-6261-4a05-9630-5813abb774c1,1,2018-01-03 04:25:54 GMT,NULL
92f99d34-8231-4837-918b-24998137b37c,502e1d65-72a1-4b5e-97ea-a1adfc41109b,a70e1236-f9b4-48f6-8468-81bc2f828183,1,2018-01-03 10:26:56 GMT,NULL
92f99d34-8231-4837-918b-24998137b37c,502e1d65-72a1-4b5e-97ea-a1adfc41109b,73f4539d-7a5d-4370-9bc4-d398bf0e27ef,1,2018-01-03 10:27:42 GMT,NULL
92f99d34-8231-4837-918b-24998137b37c,502e1d65-72a1-4b5e-97ea-a1adfc41109b,73f4539d-7a5d-4370-9bc4-d398bf0e27ef,1,2018-01-03 10:28:03 GMT,NULL
92f99d34-8231-4837-918b-24998137b37c,502e1d65-72a1-4b5e-97ea-a1adfc41109b,3b5d9b20-c82a-4fb9-bb3c-192bfeea4fa2,1,2018-01-03 10:29:56 GMT,NULL
dd5449ac-25d9-4054-8307-94dc1eaa553b,643c2257-fa74-4465-b62f-faf997b03166,9266ee5c-4743-4dfe-977a-f509cc52715f,2,2018-01-03 11:44:36 GMT,NULL
dd5449ac-25d9-4054-8307-94dc1eaa553b,643c2257-fa74-4465-b62f-faf997b03166,ae7c2cfa-a45b-4e6d-bb44-67b3a05f34e9,2,2018-01-03 11:44:44 GMT,NULL
dd5449ac-25d9-4054-8307-94dc1eaa553b,643c2257-fa74-4465-b62f-faf997b03166,0992df52-2eb6-434a-b2d8-3407feb696ef,2,2018-01-03 11:45:04 GMT,NULL
dd5449ac-25d9-4054-8307-94dc1eaa553b,643c2257-fa74-4465-b62f-faf997b03166,514d3951-4d4e-4c1f-9b2f-8b46548f7be9,2,2018-01-03 11:45:14 GMT,NULL
dd5449ac-25d9-4054-8307-94dc1eaa553b,643c2257-fa74-4465-b62f-faf997b03166,e9ecc198-019f-489f-894f-8d3c916e83ea,2,2018-01-03 11:45:21 GMT,NULL
72c8285e-9e31-42b7-b20b-37e32bf0ff9a,e47cafe7-0691-4df0-89de-7f7ea4ace799,7e0d2f7f-c8c7-490d-9faa-312f7faa8b2b,1,2018-01-03 13:02:56 GMT,NULL
6d0c8573-6898-4ca7-b04a-610d2e5db75c,3a9a7bbd-98d2-439e-bc61-478f93ce70a0,77717dfc-61b3-4337-84cc-620a065c89b7,1,2018-01-03 13:57:08 GMT,NULL
78973dcc-eb6e-4a93-a66a-719f2433feb9,e5b56bff-8554-4d8e-b4c3-4f3c10bc2f4b,54b2816b-18ab-4fb3-8270-205d956d72ba,2,2018-01-03 15:30:57 GMT,NULL
78973dcc-eb6e-4a93-a66a-719f2433feb9,e5b56bff-8554-4d8e-b4c3-4f3c10bc2f4b,326e0565-00ac-43d3-a646-a9f8aabf26ff,2,2018-01-03 15:31:15 GMT,NULL
78973dcc-eb6e-4a93-a66a-719f2433feb9,e5b56bff-8554-4d8e-b4c3-4f3c10bc2f4b,dc609e0d-96eb-4ca5-9f0a-e3bde699fcdb,2,2018-01-03 15:31:35 GMT,NULL
78973dcc-eb6e-4a93-a66a-719f2433feb9,e5b56bff-8554-4d8e-b4c3-4f3c10bc2f4b,f83cd1f9-574c-4459-9005-63aa74c07b9a,2,2018-01-03 15:31:46 GMT,NULL
78973dcc-eb6e-4a93-a66a-719f2433feb9,e5b56bff-8554-4d8e-b4c3-4f3c10bc2f4b,2c6bd7ae-da60-4f19-8494-feb63d017ae0,2,2018-01-03 15:31:56 GMT,NULL
c29f872b-bdcc-4d47-b29e-e1e3f6790b48,f0b7f829-cc01-4b50-9798-b7d8e5a6fbf5,56d8cc54-b108-4b4b-b005-ec8a58e5c117,1,2018-01-03 16:12:47 GMT,NULL
81546970-8d40-4ff8-8102-c1d75b838101,5d954123-3f8d-4221-b895-c79add4c14ba,c56c3acd-b1ad-4477-bf63-2094c5d7aa51,2,2018-01-03 16:58:31 GMT,NULL
81546970-8d40-4ff8-8102-c1d75b838101,5d954123-3f8d-4221-b895-c79add4c14ba,69b4467c-4492-4526-a025-34a97ce9a184,2,2018-01-03 16:58:39 GMT,NULL
81546970-8d40-4ff8-8102-c1d75b838101,5d954123-3f8d-4221-b895-c79add4c14ba,f99f94f5-a41e-4957-80e7-e213aac33d66,2,2018-01-03 16:58:43 GMT,NULL
81546970-8d40-4ff8-8102-c1d75b838101,5d954123-3f8d-4221-b895-c79add4c14ba,24397290-018f-4b3e-96e8-348dbc615291,2,2018-01-03 16:58:45 GMT,NULL
81546970-8d40-4ff8-8102-c1d75b838101,5d954123-3f8d-4221-b895-c79add4c14ba,8503a819-c8db-4116-a08e-d9a5b9f22231,2,2018-01-03 16:58:46 GMT,NULL
26943711-34e1-4130-a1ae-3a2426208c37,d23c7478-bb32-4c04-a189-751c05407f56,fb149b5f-d686-4518-a165-2f554f94a0dd,1,2018-01-03 17:36:05 GMT,NULL
cd87308f-3519-4f3f-ac71-1a88b9c84677,c76cdd0d-4eea-406a-81c8-5d7b06793890,9d92ccef-945f-4ac4-b5cd-577be655c45a,1,2018-01-03 18:54:06 GMT,NULL
cd87308f-3519-4f3f-ac71-1a88b9c84677,c76cdd0d-4eea-406a-81c8-5d7b06793890,1a8030ee-0a51-48f3-aa3c-2593d17face3,1,2018-01-03 18:54:49 GMT,NULL
cd87308f-3519-4f3f-ac71-1a88b9c84677,c76cdd0d-4eea-406a-81c8-5d7b06793890,bc0b3ad0-06f2-46d1-ae85-880e66e21128,1,2018-01-03 18:55:38 GMT,NULL
3b1a7e52-e018-4d64-b196-7f77965e9ac1,be47950d-ac1d-415b-9a88-6e334eafebae,69dcf7ce-d1ae-4528-8b99-246741a53f52,2,2018-01-03 19:24:13 GMT,NULL
3b1a7e52-e018-4d64-b196-7f77965e9ac1,be47950d-ac1d-415b-9a88-6e334eafebae,57d71143-226e-4cf4-ae7b-ada59469bfed,2,2018-01-03 19:24:22 GMT,NULL
3b1a7e52-e018-4d64-b196-7f77965e9ac1,be47950d-ac1d-415b-9a88-6e334eafebae,7cda446e-0f92-49b8-bae2-f90bcd64a9eb,2,2018-01-03 19:24:28 GMT,NULL
3b1a7e52-e018-4d64-b196-7f77965e9ac1,be47950d-ac1d-415b-9a88-6e334eafebae,16db3d68-36ce-47a3-912b-8fd583fb1865,2,2018-01-03 19:24:40 GMT,NULL
3b1a7e52-e018-4d64-b196-7f77965e9ac1,be47950d-ac1d-415b-9a88-6e334eafebae,7b68f84f-0d70-49c0-b0cd-7d4e0f81a327,2,2018-01-03 19:24:55 GMT,NULL
3b1a7e52-e018-4d64-b196-7f77965e9ac1,be47950d-ac1d-415b-9a88-6e334eafebae,83c25223-2f8f-4b65-b78a-e72f87f8de46,2,2018-01-03 19:25:30 GMT,NULL
3b1a7e52-e018-4d64-b196-7f77965e9ac1,be47950d-ac1d-415b-9a88-6e334eafebae,bd4601a7-d130-4326-9f0a-ffc889bbe940,2,2018-01-03 19:25:32 GMT,NULL
3b1a7e52-e018-4d64-b196-7f77965e9ac1,be47950d-ac1d-415b-9a88-6e334eafebae,f168c501-09cc-430a-bf7b-4e83c85c1dbb,2,2018-01-03 19:25:34 GMT,NULL
3b1a7e52-e018-4d64-b196-7f77965e9ac1,be47950d-ac1d-415b-9a88-6e334eafebae,2cccf071-5678-43bd-86d1-00d879244c84,2.00E+00,2018-01-03 19:25:44 GMT,NULL
3b1a7e52-e018-4d64-b196-7f77965e9ac1,be47950d-ac1d-415b-9a88-6e334eafebae,d3d36038-9314-4dbf-b1e5-88017e31b5ee,2,2018-01-03 19:25:57 GMT,NULL
3b1a7e52-e018-4d64-b196-7f77965e9ac1,be47950d-ac1d-415b-9a88-6e334eafebae,4f7494dc-4353-4216-a92c-6e4ff764ad34,2,2018-01-03 19:26:00 GMT,NULL
3b1a7e52-e018-4d64-b196-7f77965e9ac1,be47950d-ac1d-415b-9a88-6e334eafebae,4c0a3c46-8667-4450-b266-8ebf206ca5c6,2,2018-01-03 19:26:13 GMT,NULL
cdb318f2-d724-4aab-a14e-aac8ee3c94d1,0383e0ec-0686-4015-aa43-b6be9f0b88dc,252f04f5-2d47-443f-b606-4d65b498ddb6,2,2018-01-03 19:30:31 GMT,NULL
f6c31180-e2ec-45da-b527-48b5bd4765df,e582538c-ac62-40ad-a567-f06b3043c3c1,09410f7c-b56b-4511-9df5-0e4acc24a30b,2,2018-01-03 19:30:58 GMT,NULL
99d6baec-ed30-4864-8d64-141ae8a45084,142f655d-316d-48a5-a654-1e6d680c2e40,9d54d2cf-76c9-42ba-9c76-7d7e05606fd7,1,2018-01-03 19:40:03 GMT,NULL
99d6baec-ed30-4864-8d64-141ae8a45084,142f655d-316d-48a5-a654-1e6d680c2e40,99513852-3a94-48b4-8188-559ee1e326d2,1,2018-01-03 19:41:29 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,59adb76b-7d63-4189-bd62-455d89e23402,2,2018-01-03 20:18:24 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,07213ae4-86b7-482a-8cf2-6e04591816ba,2,2018-01-03 20:18:27 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,8d90428b-4e92-460f-a447-6bd79090c1fb,2,2018-01-03 20:18:29 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,19775239-8012-45d9-80df-85b9188251f3,2,2018-01-03 20:18:32 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,e7a676aa-54de-4a5f-a6bf-502ad1d0c7ec,2,2018-01-03 20:18:37 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,11d1cb24-66b3-4457-a387-2a745ff0e5e0,2,2018-01-03 20:18:56 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,9f80ba61-ae5a-4753-bfde-f8a350a8459f,2,2018-01-03 20:19:01 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,e7f828e3-e496-4af3-aa4b-32f067ec20d8,2,2018-01-03 20:19:05 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,f667f51b-a726-4f0d-9fa7-373c234c4a95,2,2018-01-03 20:19:07 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,16a5104c-87ae-4928-912b-69acee137fe1,2,2018-01-03 20:19:14 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,c763d387-2c92-4764-9702-a82145f6040e,2,2018-01-03 20:19:17 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,d5bc9a6f-bcc0-4bbf-a89b-48e4606be3b7,2,2018-01-03 20:19:21 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,56675040-656e-4d0f-abc4-9eb80b281591,2,2018-01-03 20:19:29 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,711e4e36-b82c-41a8-a789-e37ac7ff2632,2,2018-01-03 20:19:32 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,3bf2e251-6aa1-42ff-b1d9-9ebef5f189b6,2,2018-01-03 20:19:34 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,9a0b1adc-17f0-473f-8caa-1b3f2b248eda,2,2018-01-03 20:19:37 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,cffae2a0-0011-4aee-86bf-58de52cba51c,2,2018-01-03 20:19:39 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,d298b620-04fd-4d8f-a158-4e2984d46c84,2,2018-01-03 20:19:42 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,12db525b-4df2-4f53-9467-e6511894f35c,2,2018-01-03 20:19:49 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,83f0fcdc-08cf-45d0-8d9a-69cf493b7baa,2,2018-01-03 20:19:54 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,27fbcac3-5ac3-46ce-b62f-f572aaab6d34,2,2018-01-03 20:19:56 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,371eb327-ee12-47c1-ae0e-01e46bae9b8c,2,2018-01-03 20:20:02 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,5e147f99-e4a9-4bb2-8089-58bb210736cf,2,2018-01-03 20:20:06 GMT,NULL
7ebd5d11-cd64-4fb4-88d2-2eab48f9ab87,46da1941-d51d-4988-b02e-94bd35ac568d,20e43c19-f999-4c87-a2d2-d1a8d2d3a5da,2,2018-01-03 20:20:10 GMT,NULL
4cf99243-2b89-4fc1-bc62-ab5a57428960,517505c3-7e9f-4803-a0e7-23f6772845e8,dad5d858-2062-4620-86f5-500d10e52889,1,2018-01-03 21:01:26 GMT,NULL
cfa7de2a-bcfa-45df-b74f-f31bb5ee7fa1,6a3e77fd-7507-4ba5-8c01-29d7a00db6e8,69f4b688-027c-4db1-9aa5-2200f53805c2,2,2018-01-04 00:33:07 GMT,NULL
cfa7de2a-bcfa-45df-b74f-f31bb5ee7fa1,6a3e77fd-7507-4ba5-8c01-29d7a00db6e8,69a6ae52-6ea6-4a8d-9f8b-6b36f11fe982,2,2018-01-04 00:33:26 GMT,NULL
cfa7de2a-bcfa-45df-b74f-f31bb5ee7fa1,6a3e77fd-7507-4ba5-8c01-29d7a00db6e8,20afc693-03ee-48ea-9953-a19dfd2c21f0,2,2018-01-04 00:33:39 GMT,NULL
09f8fa2c-339c-4d97-b90c-b4b378db9677,dcd492ed-b5cb-473b-a002-1c56b9bfc33c,2d34bea0-6490-4e8e-9734-631a81d0a41e,1,2018-01-04 01:48:28 GMT,NULL
4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,b107cf8f-d692-41d6-b306-bde635d45684,4f16fa24-1e6f-42ed-8fea-efd8d584f512,1,2018-01-04 02:37:52 GMT,NULL
4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,b107cf8f-d692-41d6-b306-bde635d45684,29dc641e-f452-4c73-9c25-071c1c272b72,1,2018-01-04 02:38:37 GMT,NULL
4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,b107cf8f-d692-41d6-b306-bde635d45684,37ba9aa4-3d32-4d63-9c75-d0a82c9b1865,2,2018-01-04 02:41:01 GMT,NULL
4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,b107cf8f-d692-41d6-b306-bde635d45684,6a2245d1-9ffd-432a-887c-327dcaafa7fa,2,2018-01-04 02:41:09 GMT,NULL
4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,b107cf8f-d692-41d6-b306-bde635d45684,bb398c14-2e58-4ef9-a28d-9b81de19afac,2,2018-01-04 02:41:16 GMT,NULL
4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,b107cf8f-d692-41d6-b306-bde635d45684,87c595ec-87cd-4f67-bf6a-04cae4e6761e,1,2018-01-04 02:42:06 GMT,NULL
4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,b107cf8f-d692-41d6-b306-bde635d45684,84d8c1ca-7def-414f-a1eb-95b3822cd85c,1,2018-01-04 02:43:03 GMT,NULL
4f7e3ac9-cd39-4b8d-ba66-2a7dab798e20,b107cf8f-d692-41d6-b306-bde635d45684,fb341e29-4d66-407a-b3c9-273de96824bc,1,2018-01-04 02:44:06 GMT,NULL
cf009212-0ea4-4e96-9796-49442fdf4e27,0d603c18-58bb-4262-b0b8-117534e14a86,4a78ba0a-dd2b-4646-b36a-ec3e7ad4d637,1,2018-01-04 03:07:13 GMT,NULL
cf009212-0ea4-4e96-9796-49442fdf4e27,0d603c18-58bb-4262-b0b8-117534e14a86,8b394d6a-a71f-403a-a33a-b6535b2d7992,1,2018-01-04 03:07:49 GMT,NULL
82d88b34-ce34-4d7b-a192-6c190632c66a,ab32976b-2c73-4d8b-a9eb-b9fd98605157,a0c1fd25-03b5-4682-8cc2-bf0a70063f36,2,2018-01-04 04:01:18 GMT,NULL
82d88b34-ce34-4d7b-a192-6c190632c66a,ab32976b-2c73-4d8b-a9eb-b9fd98605157,35b87759-cfdd-49ee-9d2e-186ee857b34e,2,2018-01-04 04:01:31 GMT,NULL
82d88b34-ce34-4d7b-a192-6c190632c66a,ab32976b-2c73-4d8b-a9eb-b9fd98605157,f759381f-83fd-4bab-bd1b-f0f0bde6ef99,2,2018-01-04 04:02:08 GMT,NULL
0dee1bf7-28ca-4a15-99d3-8bc40d380620,9a5929ca-c60c-41cd-87d3-a84f369e32f2,a6d0a2d5-48b2-4a0f-82d0-5a088c862049,1,2018-01-04 06:02:17 GMT,NULL
9d837aa9-a747-48f0-b503-175f7ca09238,b9e95bab-5f4f-4faf-bbd6-4d32c70bc4be,9b3c1b5c-1cb4-468e-b44d-40b811e28d95,1,2018-01-04 07:38:51 GMT,NULL
9d837aa9-a747-48f0-b503-175f7ca09238,b9e95bab-5f4f-4faf-bbd6-4d32c70bc4be,68968d98-f4fa-4aeb-a68a-ae04a6678b98,2,2018-01-04 07:41:49 GMT,NULL
9d837aa9-a747-48f0-b503-175f7ca09238,b9e95bab-5f4f-4faf-bbd6-4d32c70bc4be,089ca0aa-7f88-4ec6-87bc-19ad72d0a4f4,2,2018-01-04 07:42:13 GMT,NULL
9d837aa9-a747-48f0-b503-175f7ca09238,b9e95bab-5f4f-4faf-bbd6-4d32c70bc4be,1f5c4a8c-67ad-406f-b7a2-20e7fa226576,2,2018-01-04 07:42:23 GMT,NULL
9d837aa9-a747-48f0-b503-175f7ca09238,b9e95bab-5f4f-4faf-bbd6-4d32c70bc4be,fdd82f22-2863-4371-8d9f-4c792cad984a,2,2018-01-04 07:42:34 GMT,NULL
9d837aa9-a747-48f0-b503-175f7ca09238,b9e95bab-5f4f-4faf-bbd6-4d32c70bc4be,0038edd8-69d4-47cd-a56f-3d50c8f7ce24,2,2018-01-04 07:42:52 GMT,NULL
